,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
199372,,153238,70777,SHOC 357,30.73,,14.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
200744,,154574,71722,FGC 1359,34.69,,86.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
200745,,154575,71722,FGC 1359,34.69,,86.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
200746,,154576,71722,FGC 1359,34.7,,87.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
200747,,154577,71722,FGC 1359,34.7,,87.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
200773,,154603,71748,FGC 1360,35.4,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
200774,,154604,71748,FGC 1360,35.41,,121.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
200775,,154605,71748,FGC 1360,35.44,,122.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
200776,,154606,71748,FGC 1360,35.45,,123.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
200794,,154624,71766,IC 2992,30.52,,12.7,Tully-Fisher,2013AJ....145..101K,,,,,33,
201407,,155235,72132,SDSS J120634.52+312034.7,30.34,,11.7,Tully-Fisher,2013AJ....145..101K,,,,,33,
201477,,155305,72177,NGC 4106,27.68,,3.44,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
201478,,155306,72177,NGC 4106,27.92,,3.84,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
201479,,155307,72177,NGC 4106,28.4,,4.79,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
201999,,155822,72549,VCC 0001,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
202311,,156134,72787,UGC 07131,31.13,,16.8,Tully-Fisher,2013AJ....145..101K,,,,,33,
202387,,156210,72849,IC 3018,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
202676,,156499,73014,IC 3023,29.43,,7.69,Tully-Fisher,2013AJ....145..101K,,,,,33,
202805,,156627,73108,KUG 1207+134,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
202880,,156702,73157,IC 3028,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
202988,,156804,73223,NGC 4156,34.42,,76.6,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
202989,,156805,73223,NGC 4156,34.63,,84.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
202990,,156806,73223,NGC 4156,34.74,,88.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
203046,,156862,73275,UGC 07178,31.62,,21.1,Tully-Fisher,1984ApJ...281...31T,,,,,4,
203781,,157575,73756,FGC 1384,34.57,,82.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
203816,,157610,73779,VCC 0074,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
203956,,157750,73866,KUG 1210+301B,31.19,,17.3,Tully-Fisher,2013AJ....145..101K,,,,,33,
204158,,157951,73978,UGC 07238,32.33,,29.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
204159,,157952,73978,UGC 07238,32.36,,29.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
204160,,157953,73978,UGC 07238,32.36,,29.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
204161,,157954,73978,UGC 07238,33.62,,53.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
204347,,158140,74151,VCC 0114,29.57,,8.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
204532,,158313,74257,UGCA 276,29.48,,7.87,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
204549,,158330,74273,VCC 0130,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
204683,,158464,74329,HARO 06,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
204786,,158567,74401,UGC 07271,31.35,,18.6,Tully-Fisher,2013AJ....145..101K,,,,,33,
204935,,158716,74469,MCG +09-20-132,33.77,,56.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
204936,,158717,74469,MCG +09-20-132,33.78,,56.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
204937,,158718,74469,MCG +09-20-132,33.79,,57.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
204938,,158719,74469,MCG +09-20-132,33.81,,57.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
205046,,158827,74507,IC 3077,29.8,,9.12,Tully-Fisher,2013AJ....145..101K,,,,,33,
205047,,158828,74508,VCC 0169,29.87,,9.42,Tully-Fisher,2013AJ....145..101K,,,,,33,
205068,,158848,74527,VCC 0172,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
205346,,159126,74711,UGC 07300,29.82,,9.2,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
205366,,159146,74730,VCC 0207,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
205485,,159265,74817,VCC 0223,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
205571,,159342,74855,CGCG 041-064,34.72,,87.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
205572,,159343,74855,CGCG 041-064,34.74,,88.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
205573,,159344,74855,CGCG 041-064,34.76,,89.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
205607,,159378,74886,UGC 07320,29.82,,9.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
205775,,159546,74977,NGC 4248,27.38,,2.99,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
205776,,159547,74977,NGC 4248,27.64,,3.37,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
205777,,159548,74977,NGC 4248,27.78,,3.6,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
205778,,159549,74977,NGC 4248,29.35,,7.41,Tully-Fisher,2013AJ....145..101K,,,,,33,
205901,,159672,75055,VCC 0274,32.53,,32.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
206151,,159921,75251,IC 3137,34.7,,87.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
206152,,159922,75251,IC 3137,34.71,,87.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
206153,,159923,75251,IC 3137,34.71,,87.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
206154,,159924,75251,IC 3137,34.85,,93.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
206356,,160120,75318,UGC 07354,30.94,,15.4,Tully-Fisher,1999MNRAS.304..595G,,,,,19,
206357,,160121,75318,UGC 07354,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
206414,,160163,75337,KUG 1216+141,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
206509,,160258,75391,FGC 1412,30.74,,14.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
206510,,160259,75391,FGC 1412,30.75,,14.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
206511,,160260,75391,FGC 1412,30.8,,14.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
206512,,160261,75391,FGC 1412,30.88,,15.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
206958,,160705,75619,VCC 0410,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
207061,,160807,75698,VCC 0428,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
207221,,160967,75809,KUG 1218+179,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
207360,,161091,75878,VCC 0477,29.87,,9.42,Tully-Fisher,2013AJ....145..101K,,,,,33,
207422,,161153,75928,NGC 4299,31.54,,20.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
207423,,161154,75928,NGC 4299,31.64,,21.3,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,B
207424,,161155,75928,NGC 4299,31.69,,21.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
207425,,161156,75928,NGC 4299,31.78,,22.7,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Mean of B mag and Diameter TF relation
207426,,161157,75928,NGC 4299,31.97,,24.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
207427,,161158,75928,NGC 4299,32.05,,25.7,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
207469,,161199,75938,SDSS J122143.14+375913.8,29.4,,7.59,Tully-Fisher,2013AJ....145..101K,,,,,33,
207598,,161321,76023,VCC 0513,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
207677,,161400,76070,VCC 0530,29.75,,8.91,Tully-Fisher,2013AJ....145..101K,,,,,33,
207835,,161558,76196,IC 3224,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
207858,,161581,76207,VCC 0565,29.91,,9.59,Tully-Fisher,2013AJ....145..101K,,,,,33,
208258,,161962,76407,VCC 0641,31.81,,23.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
209088,,162775,76838,IC 3308,30.54,,12.8,Tully-Fisher,2013AJ....145..101K,,,,,33,
209194,,162877,76874,VCC 0802,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
209231,,162914,76903,MCG +08-23-027,34.84,,93.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
209232,,162915,76903,MCG +08-23-027,34.86,,93.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
209233,,162916,76903,MCG +08-23-027,34.87,,94.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
209234,,162917,76903,MCG +08-23-027,34.9,,95.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
209401,,163084,76970,VCC 0841,29.49,,7.91,Tully-Fisher,2013AJ....145..101K,,,,,33,
209402,,163085,76970,VCC 0841,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
209709,,163390,77116,VCC 0890,31.81,,23.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
209715,,163396,77120,IC 3341,30.73,,14.0,Tully-Fisher,2013AJ....145..101K,,,,,33,
210074,,163740,77299,UGC 07553,35.12,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
210075,,163741,77299,UGC 07553,35.13,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
210076,,163742,77299,UGC 07553,35.15,,107.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
210077,,163743,77299,UGC 07553,35.17,,108.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
210640,R,164301,77611,NGC 4449,27.44,,3.08,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
210641,,164302,77611,NGC 4449,27.47,,3.12,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
210642,,164303,77611,NGC 4449,27.88,,3.77,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
210643,,164304,77611,NGC 4449,28.7,,5.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
210838,,164496,77713,UGC 07596,28.31,,4.59,Tully-Fisher,2013AJ....145..101K,,,,,33,
210965,,164623,77780,MCG +07-26-011,29.75,,8.91,Tully-Fisher,2013AJ....145..101K,,,,,33,
211000,,164651,77795,VCC 1141,31.81,,23.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
211241,,164890,77926,NGC 4469,31.12,,16.7,Tully-Fisher,1999MNRAS.304..595G,,,,,19,
211294,,164943,77951,UGC 07625,32.92,,38.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
211295,,164944,77951,UGC 07625,32.94,,38.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
211296,,164945,77951,UGC 07625,32.97,,39.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
211572,,165220,78059,UGC 07636,28.58,,5.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
211929,,165577,78235,VCC 1313,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
212652,,166227,78527,ESO 218- G 008,32.76,,35.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
212653,,166228,78527,ESO 218- G 008,32.78,,36.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
212654,,166229,78527,ESO 218- G 008,32.78,,36.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
212783,,166346,78573,IC 3466,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
212944,,166507,78672,UGCA 284,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
213058,,166621,78729,VCC 1459,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
213128,,166691,78778,NGC 4509,30.02,,10.1,Tully-Fisher,2013AJ....145..101K,,,,,33,
213211,,166774,78833,KUG 1230+336,29.19,,6.89,Tully-Fisher,2013AJ....145..101K,,,,,33,
213976,,167484,79098,VCC 1572,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
214164,,167670,79238,UGC 07751,29.49,,7.91,Tully-Fisher,2013AJ....145..101K,,,,,33,
214972,,168399,79571,VCC 1675,29.38,,7.52,Tully-Fisher,2013AJ....145..101K,,,,,33,
215156,,168556,79648,FGC 1475,32.19,,27.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
215157,,168557,79648,FGC 1475,32.23,,28.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
215158,,168558,79648,FGC 1475,32.26,,28.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
215159,,168559,79648,FGC 1475,32.34,,29.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
215667,,168918,79804,VCC 1713,29.29,,7.21,Tully-Fisher,2013AJ....145..101K,,,,,33,
215923,,169157,79927,VCC 1744,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
216511,,169727,80321,VCC 1816,29.57,,8.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
216583,,169799,80340,BTS 146,29.65,,8.51,Tully-Fisher,2013AJ....145..101K,,,,,33,
216616,,169832,80373,VCC 1822,29.54,,8.09,Tully-Fisher,2013AJ....145..101K,,,,,33,
217501,,170693,80871,FGC 1488,35.31,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
217502,,170694,80871,FGC 1488,35.32,,116.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
217503,,170695,80871,FGC 1488,35.34,,117.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
217504,,170696,80871,FGC 1488,35.36,,118.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
218006,,171154,81076,FGC 1492,35.36,,118.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
218007,,171155,81076,FGC 1492,35.38,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
218008,,171156,81076,FGC 1492,35.4,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
218009,,171157,81076,FGC 1492,35.41,,121.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
218449,,171596,81310,FGC 1496,33.2,,43.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
218450,,171597,81310,FGC 1496,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
218451,,171598,81310,FGC 1496,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
218452,,171599,81310,FGC 1496,33.23,,44.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
218468,,171615,81326,UGC 07916,29.8,,9.12,Tully-Fisher,2013AJ....145..101K,,,,,33,
218561,,171708,81368,UGCA 294,29.98,,9.91,Tully-Fisher,2013AJ....145..101K,,,,,33,
218592,,171739,81392,IC 3718,29.16,,6.79,Tully-Fisher,2013AJ....145..101K,,,,,33,
218718,,171860,81466,IC 3732,31.15,,17.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
219016,,172129,81640,VCC 2033,29.96,,9.82,Tully-Fisher,2013AJ....145..101K,,,,,33,
219047,,172160,81670,VCC 2037,29.35,,7.41,Tully-Fisher,2013AJ....145..101K,,,,,33,
219293,,172387,81837,UGCA 298,30.21,,11.0,Tully-Fisher,2013AJ....145..101K,,,,,33,
219312,,172406,81852,UGC 07949,28.66,,5.4,Tully-Fisher,2013AJ....145..101K,,,,,33,
219318,,172412,81857,FGC 1497,31.34,,18.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
219319,,172413,81857,FGC 1497,31.35,,18.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
219320,,172414,81857,FGC 1497,31.38,,18.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
219321,,172415,81857,FGC 1497,31.4,,19.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
219322,,172416,81857,FGC 1497,31.85,,23.4,Tully-Fisher,2013AJ....145..101K,,,,,33,
219932,,173004,82199,NGC 4696E,34.21,,69.5,Tully-Fisher,1993MNRAS.263..211R,,,,,13,
220094,,173162,82280,NGC 4704,29.48,,7.87,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
220546,,173580,82525,UGC 07983,29.87,,9.42,Tully-Fisher,2013AJ....145..101K,,,,,33,
220813,,173847,82666,UGC 07990,31.55,,20.4,Tully-Fisher,2013AJ....145..101K,,,,,33,
221217,,174246,82920,KUG 1249+263,29.82,,9.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
221232,,174261,82926,IC 3840,28.7,,5.5,Tully-Fisher,2013AJ....145..101K,,,,,33,
222098,,175104,83406,ESO 443- G 003,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
222099,,175105,83406,ESO 443- G 003,33.24,,44.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
222100,,175106,83406,ESO 443- G 003,33.25,,44.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
222132,,175138,83423,FGC 1519,33.99,,62.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
222133,,175139,83423,FGC 1519,34.03,,63.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
222134,,175140,83423,FGC 1519,34.03,,64.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
222135,,175141,83423,FGC 1519,34.05,,64.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
222154,,175160,83436,UGC 08030,30.92,,15.3,Tully-Fisher,2013AJ....145..101K,,,,,33,
222562,,175566,83689,LSBC D575-05,28.7,,5.5,Tully-Fisher,2013AJ....145..101K,,,,,33,
222595,,175599,83718,FGC 1524,36.29,,181.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
222596,,175600,83718,FGC 1524,36.3,,182.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
222597,,175601,83718,FGC 1524,36.31,,183.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
222598,,175602,83718,FGC 1524,36.34,,185.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
222933,,175929,83939,CGCG 160-036,34.33,,73.5,Tully-Fisher,1993MNRAS.263..211R,,,,,13,
223503,,176491,84289,CGCG 015-050,26.04,,1.61,Tully-Fisher,2000BSAO...50....5K,,,,,20,
223504,,176492,84289,CGCG 015-050,32.22,,27.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
223505,,176493,84289,CGCG 015-050,32.25,,28.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
223506,,176494,84289,CGCG 015-050,32.29,,28.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
223734,,176722,84438,NGC 4868,34.76,,89.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
223735,,176723,84438,NGC 4868,34.83,,92.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
223736,,176724,84438,NGC 4868,34.97,,98.6,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
223919,,176898,84549,UGC 08104,35.14,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
223920,,176899,84549,UGC 08104,35.15,,107.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
223921,,176900,84549,UGC 08104,35.16,,108.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
223922,,176901,84549,UGC 08104,35.19,,109.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
224424,N,177403,84756,AGC 239030,31.57,,20.6,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
224454,,177433,84781,AGC 233574,32.74,,35.3,Tully-Fisher,2017AstBu..72..111K,,,,,37,
224456,,177435,84783,UGC 08114,32.91,,38.2,Tully-Fisher,2017AstBu..72..111K,,,,,37,
224912,,177878,85062,DDO 160,31.17,,17.1,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
225392,,178358,85372,MCG +09-21-092,32.47,,31.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
225393,,178359,85372,MCG +09-21-092,32.59,,33.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
225394,,178360,85372,MCG +09-21-092,32.62,,33.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
225395,,178361,85372,MCG +09-21-092,32.65,,33.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
225651,,178605,85536,AGC 732482,32.15,,26.9,Tully-Fisher,2017AstBu..72..111K,,,,,37,
225993,,178941,85761,HIPASS J1304-02,32.37,,29.8,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
226001,,178949,85766,LCRS B130157.2-024313,32.3,,28.8,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
226015,,178963,85780,LSBC D508-02,32.74,,35.3,Tully-Fisher,2017AstBu..72..111K,,,,,37,
226256,,179200,85961,IC 4171,31.73,,22.2,Tully-Fisher,2017AstBu..72..111K,,,,,37,
226293,,179237,85986,UGC 08181,31.3,,18.2,Tully-Fisher,2017AstBu..72..111K,,,,,37,
226404,,179351,86061,IC 4178,31.48,,19.8,Tully-Fisher,2017AstBu..72..111K,,,,,37,
226638,,179581,86188,FGC 1559,36.54,,204.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
226699,,179642,86222,CGCG 071-109,30.79,,14.4,Tully-Fisher,2017AstBu..72..111K,,,,,37,
226835,,179775,86333,CGCG 101-001,30.4,,12.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,
227213,N,180141,86625,AGC 239031,29.96,,9.82,Tully-Fisher,2017AstBu..72..111K,,,,,37,
227220,,180148,86632,FGC 1563,33.66,,54.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
227221,,180149,86632,FGC 1563,33.84,,58.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
227222,,180150,86632,FGC 1563,33.84,,58.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
227223,,180151,86632,FGC 1563,33.84,,58.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
227527,,180455,86816,ESO 443- G 074,33.88,,59.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
227528,,180456,86816,ESO 443- G 074,33.89,,60.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
227529,,180457,86816,ESO 443- G 074,33.91,,60.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
227656,,180584,86930,AM 1306-265,29.46,,7.8,Tully-Fisher,2013AJ....145..101K,,,,,33,
228094,,181015,87215,LSBC F576-03,34.98,,99.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
228095,,181016,87215,LSBC F576-03,35.0,,100.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
228096,,181017,87215,LSBC F576-03,35.01,,101.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
228535,,181445,87512,UGC 08277,33.99,,62.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
228536,,181446,87512,UGC 08277,34.01,,63.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
228537,,181447,87512,UGC 08277,34.01,,63.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
228538,,181448,87512,UGC 08277,34.07,,65.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
228609,,181519,87571,UGC 08276,31.94,,24.4,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
228706,,181616,87609,KUG 1309+269,31.37,,18.8,Tully-Fisher,2017AstBu..72..111K,,,,,37,
228995,,181894,87791,AGC 238737,31.89,,23.9,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
229132,,182031,87876,UGC 08302,33.74,,56.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
229133,,182032,87876,UGC 08302,33.76,,56.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
229134,,182033,87876,UGC 08302,33.77,,56.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
229559,,182456,88194,UGC 08323,30.66,,13.6,Tully-Fisher,2017AstBu..72..111K,,,,,37,
229850,,182746,88415,KUG 1313+321,32.95,,38.9,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
229994,,182889,88518,SDSS J131610.56+254023.2,30.1,,10.5,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
230056,,182951,88557,KUG 1313+309,33.24,,44.5,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
230118,,183013,88615,ESO 219- G 044,33.21,,43.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
230119,,183014,88615,ESO 219- G 044,33.21,,43.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
