,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
291037,,242482,135284,FGC 2122,35.54,,128.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
291409,,242825,135512,UGC 10817,34.47,,78.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
291410,,242826,135512,UGC 10817,34.49,,79.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
291411,,242827,135512,UGC 10817,34.49,,79.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
291412,,242828,135512,UGC 10817,34.55,,81.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
291991,,243384,135883,NGC 6381,33.05,,40.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
291992,,243385,135884,UGC 10872,32.18,,27.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
291993,,243386,135884,UGC 10872,33.44,,48.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
291994,,243387,135884,UGC 10872,33.46,,49.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
291995,,243388,135884,UGC 10872,33.47,,49.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
292086,,243479,135936,UGC 10892,32.85,,37.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
292087,,243480,135936,UGC 10892,32.86,,37.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
292088,,243481,135936,UGC 10892,32.87,,37.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
292089,,243482,135936,UGC 10892,32.96,,39.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
292146,,243539,135981,NGC 6379,34.62,,83.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
292186,,243579,136005,UGC 10890,33.94,,61.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
292187,,243580,136005,UGC 10890,33.95,,61.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
292188,,243581,136005,UGC 10890,33.95,,61.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
292189,,243582,136005,UGC 10890,34.02,,63.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
292194,,243587,136010,2MASX J17320995+2007424,36.95,,246.0,Tully-Fisher,1996PASJ...48..657S,,,,,16,
292622,,243988,136199,FGC 2165,35.21,,110.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
292623,,243989,136199,FGC 2165,35.23,,111.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
292624,,243990,136199,FGC 2165,35.25,,112.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
292625,,243991,136199,FGC 2165,35.26,,113.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
292923,,244262,136265,KKR 39,32.14,,26.8,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
293300,,244611,136378,FGC 2187,34.09,,65.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
293301,,244612,136378,FGC 2187,34.12,,66.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
293302,,244613,136378,FGC 2187,34.12,,66.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
293400,,244711,136400,UGC 11168,32.9,,38.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,
293482,,244793,136427,FGC 2198,34.35,,74.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
293483,,244794,136427,FGC 2198,34.37,,74.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
293484,,244795,136427,FGC 2198,34.39,,75.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
293485,,244796,136427,FGC 2198,34.61,,83.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
293721,,244999,136474,UGC 11231,34.04,,64.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
293722,,245000,136474,UGC 11231,34.08,,65.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
293723,,245001,136474,UGC 11231,34.09,,65.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
293755,,245033,136491,UGC 11243,34.27,,71.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
293756,,245034,136491,UGC 11243,34.27,,71.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
293757,,245035,136491,UGC 11243,34.28,,71.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
293758,,245036,136491,UGC 11243,34.93,,96.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
293865,,245140,136521,FGC 2209,35.95,,155.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
293866,,245141,136521,FGC 2209,35.98,,157.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
293867,,245142,136521,FGC 2209,35.99,,158.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
293868,,245143,136521,FGC 2209,36.0,,158.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
294160,,245435,136589,NGC 6691,30.25,,11.2,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
294282,,245545,136627,UGC 11366,36.57,,207.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
294283,,245546,136627,UGC 11366,36.58,,207.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
294284,,245547,136627,UGC 11366,36.6,,209.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
294285,,245548,136627,UGC 11366,36.64,,213.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
294581,,245823,136679,NGC 6684,29.7,,8.71,Tully-Fisher,2013AJ....145..101K,,,,,33,
294807,,246024,136712,ESO 104- G 022,29.13,,6.7,Tully-Fisher,2013AJ....145..101K,,,,,33,
295102,,246319,136778,UGC 11395,35.77,,142.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
295103,,246320,136778,UGC 11395,35.77,,143.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
295104,,246321,136778,UGC 11395,35.78,,143.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
295105,,246322,136778,UGC 11395,35.82,,146.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
295269,,246482,136812,FGC 2240,34.18,,68.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
295270,,246483,136812,FGC 2240,34.2,,69.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
295271,,246484,136812,FGC 2240,34.21,,69.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
295272,,246485,136812,FGC 2240,34.26,,71.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
295955,,247152,136982,ESO 283-IG 010,34.56,,81.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
295956,,247153,136982,ESO 283-IG 010,34.57,,82.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
295957,,247154,136982,ESO 283-IG 010,34.57,,82.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
296006,,247202,136996,IC 4870,29.32,,7.31,Tully-Fisher,2013AJ....145..101K,,,,,33,
296706,,247851,137171,NGC 6836,31.36,,18.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
296707,,247852,137171,NGC 6836,31.69,,21.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
296708,,247853,137171,NGC 6836,32.34,,29.4,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
297655,,248752,137449,FGCE 1446,35.61,,132.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
298049,,249131,137574,ESO 596- G 026,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298050,,249132,137574,ESO 596- G 026,35.12,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298051,,249133,137574,ESO 596- G 026,35.14,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298052,,249134,137574,ESO 596- G 026,35.17,,108.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
298318,,249394,137638,NGC 6912,28.31,,4.59,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
298893,,249875,137774,FGC 2277,33.39,,47.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
298894,,249876,137774,FGC 2277,33.41,,48.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
298895,,249877,137774,FGC 2277,33.43,,48.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
298896,,249878,137774,FGC 2277,33.48,,49.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
300562,,251273,138382,FGC 2292,34.42,,76.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
300563,,251274,138382,FGC 2292,34.42,,76.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
300564,,251275,138382,FGC 2292,34.43,,76.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
300565,,251276,138382,FGC 2292,34.5,,79.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
301036,,251673,138594,FGC 2299,34.09,,65.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
301037,,251674,138594,FGC 2299,34.11,,66.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
301038,,251675,138594,FGC 2299,34.12,,66.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301039,,251676,138594,FGC 2299,34.17,,68.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
301115,,251741,138637,UGC 11666,34.39,,75.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
301116,,251742,138637,UGC 11666,34.44,,77.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
301117,,251743,138637,UGC 11666,34.45,,77.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301118,,251744,138637,UGC 11666,34.45,,77.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
301274,,251883,138732,FGC 2303,31.39,,19.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
301275,,251884,138732,FGC 2303,31.48,,19.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
301276,,251885,138732,FGC 2303,31.56,,20.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
301277,,251886,138732,FGC 2303,31.61,,21.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
303325,,253524,139624,ESO 342- G 044,36.21,,175.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
303829,,253911,139819,NGC 7080,32.29,,28.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
303953,,254006,139876,FGC 2328,34.1,,65.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
303954,,254007,139876,FGC 2328,34.12,,66.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
303955,,254008,139876,FGC 2328,34.12,,66.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
303956,,254009,139876,FGC 2328,34.23,,70.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
304363,,254294,140037,FGC 2329,35.66,,135.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
304364,,254295,140037,FGC 2329,35.67,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
304365,,254296,140037,FGC 2329,35.7,,138.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
304366,,254297,140037,FGC 2329,35.7,,138.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
305490,,255212,140552,FGC 2339,33.17,,43.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
305491,,255213,140552,FGC 2339,33.19,,43.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
305492,,255214,140552,FGC 2339,33.19,,43.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
305493,,255215,140552,FGC 2339,33.26,,45.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
307143,,256528,141197,ESO 532- G 005,35.06,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
307144,,256529,141197,ESO 532- G 005,35.07,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
307145,,256530,141197,ESO 532- G 005,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
307161,,256546,141208,UGC 11859,33.55,,51.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
307162,,256547,141208,UGC 11859,33.59,,52.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
307163,,256548,141208,UGC 11859,33.6,,52.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
307164,,256549,141208,UGC 11859,33.78,,57.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
307324,,256681,141273,FGC 2356,35.27,,113.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
307325,,256682,141273,FGC 2356,35.28,,114.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
307326,,256683,141273,FGC 2356,35.31,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
307327,,256684,141273,FGC 2356,35.43,,122.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
307651,,256945,141381,FGC 2357,34.3,,72.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
307652,,256946,141381,FGC 2357,34.48,,78.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
307653,,256947,141381,FGC 2357,34.49,,79.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
307654,,256948,141381,FGC 2357,34.5,,79.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
307913,R,257171,141453,IC 5152,27.1,,2.63,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
307914,,257172,141453,IC 5152,27.37,,2.98,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
307915,,257173,141453,IC 5152,27.37,,2.98,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
307916,,257174,141453,IC 5152,27.38,,2.99,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
308256,,257469,141579,FGCE 1693,33.35,,46.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
308257,,257470,141579,FGCE 1693,33.37,,47.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
308258,,257471,141579,FGCE 1693,33.39,,47.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
308259,,257472,141579,FGCE 1693,33.4,,47.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
308520,,257703,141698,FGC 2367,34.22,,69.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
308521,,257704,141698,FGC 2367,34.23,,70.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
308522,,257705,141698,FGC 2367,34.23,,70.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
308523,,257706,141698,FGC 2367,34.52,,80.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
308527,,257710,141702,FGC 2366,33.1,,41.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
308528,,257711,141702,FGC 2366,33.11,,41.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
308529,,257712,141702,FGC 2366,33.11,,41.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
308530,,257713,141702,FGC 2366,33.19,,43.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
309146,,258214,141926,FGC 2373,34.45,,77.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
309147,,258215,141926,FGC 2373,34.46,,77.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
309148,,258216,141926,FGC 2373,34.47,,78.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
309149,,258217,141926,FGC 2373,34.54,,81.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
311669,,259912,142504,ESO 238- G 005,29.46,,7.8,Tully-Fisher,2013AJ....145..101K,,,,,33,
311899,,260116,142591,FGC 2388,33.45,,49.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
311900,,260117,142591,FGC 2388,33.48,,49.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
311901,,260118,142591,FGC 2388,33.51,,50.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
311902,,260119,142591,FGC 2388,33.71,,55.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
312289,,260413,142758,ESO 467- G 063,33.56,,51.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
312290,,260414,142758,ESO 467- G 063,33.58,,52.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
312291,,260415,142758,ESO 467- G 063,33.59,,52.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
312292,,260416,142758,ESO 467- G 063,33.66,,54.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
312299,,260423,142765,FGC 2392,30.86,,14.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
312727,,260731,142910,[RC2] A2228-00,31.98,,24.9,Tully-Fisher,2014A&A...562A..49M,,,,,34,
312800,,260784,142933,NGC 7298,32.92,,38.4,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
313518,,261365,143209,FGC 2396,35.5,,126.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
313519,,261366,143209,FGC 2396,35.51,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
313520,,261367,143209,FGC 2396,35.52,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
313521,,261368,143209,FGC 2396,35.54,,128.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
313610,,261441,143227,NGC 7318B,33.89,,60.0,Tully-Fisher,1998A&A...334..473M,,,,,18,Stephan's Quintet
314169,,261908,143380,FGC 2405,36.34,,185.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
314170,,261909,143380,FGC 2405,36.35,,186.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
314171,,261910,143380,FGC 2405,36.36,,187.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
314172,,261911,143380,FGC 2405,36.39,,190.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
314305,,262015,143418,FGC 2407,36.03,,161.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
314306,,262016,143418,FGC 2407,36.04,,162.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
314307,,262017,143418,FGC 2407,36.06,,163.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
314308,,262018,143418,FGC 2407,36.08,,164.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
315178,,262713,143702,FGCE 1776,35.8,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
315179,,262714,143702,FGCE 1776,35.83,,147.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
315180,,262715,143702,FGCE 1776,35.87,,149.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
315181,,262716,143702,FGCE 1776,35.89,,151.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
316864,N,264208,144341,AF7448_001,26.15,,1.7,Tully-Fisher,2014MNRAS.442L..46T,,,,,34,minimum
316865,N,264209,144341,AF7448_001,29.49,,7.9,Tully-Fisher,2014MNRAS.442L..46T,,,,,34,
317001,,264318,144368,FGC 2444,35.33,,117.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
317002,,264319,144368,FGC 2444,35.33,,117.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
317003,,264320,144368,FGC 2444,35.34,,117.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
317004,,264321,144368,FGC 2444,35.51,,126.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
317057,,264363,144396,IC 5269C,32.22,,27.8,Tully-Fisher,1983ApJ...275..430V,,,74.3,,3,
317226,,264508,144447,NGC 7465,32.2,,27.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
317281,,264558,144458,SDSS J2302+0049,35.65,,135.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
317361,,264625,144478,UGC 12323,34.28,,71.8,Tully-Fisher,1980ApJ...239...12A,,,95.0,,0,
317460,,264703,144501,UGC 12327,35.21,,110.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
317462,,264705,144503,UGC 12324,35.74,,141.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
317463,,264706,144503,UGC 12324,35.74,,141.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
317464,,264707,144503,UGC 12324,35.75,,141.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
317763,,264923,144600,FGC 2456,35.15,,107.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
317764,,264924,144600,FGC 2456,35.65,,135.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
317765,,264925,144600,FGC 2456,35.67,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
317766,,264926,144600,FGC 2456,35.68,,137.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
317923,,265057,144654,FGC 2459,36.22,,175.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
317924,,265058,144654,FGC 2459,36.23,,176.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
317925,,265059,144654,FGC 2459,36.25,,177.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
317926,,265060,144654,FGC 2459,36.28,,180.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
318184,,265282,144749,NGC 7495,32.59,,33.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
318439,,265475,144837,ESO 291- G 003,31.12,,16.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
318440,,265476,144837,ESO 291- G 003,31.16,,17.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
318441,,265477,144837,ESO 291- G 003,31.19,,17.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
318722,,265701,144912,FGC 2468,31.79,,22.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
319197,,266124,145013,ESO 407- G 012,31.9,,24.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
320579,,267284,145342,FGC 2491,34.73,,88.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
320580,,267285,145342,FGC 2491,34.75,,89.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
320581,,267286,145342,FGC 2491,34.77,,89.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
321109,,267744,145506,UGC 12577,35.86,,148.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
321110,,267745,145506,UGC 12577,35.87,,149.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
321111,,267746,145506,UGC 12577,35.88,,150.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
321112,,267747,145506,UGC 12577,35.89,,150.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
321276,,267887,145569,FGC 2498,33.09,,41.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
321277,,267888,145569,FGC 2498,33.12,,42.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
321278,,267889,145569,FGC 2498,33.13,,42.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
321279,,267890,145569,FGC 2498,33.15,,42.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
321505,,268060,145651,FGC 2500,34.8,,91.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
321656,,268186,145703,ESO 347- G 017,29.4,,7.59,Tully-Fisher,2013AJ....145..101K,,,,,33,
321816,,268300,145756,NGC 7674,33.9,,60.3,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,CO
321817,,268301,145756,NGC 7674,34.34,,73.9,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,HI
323246,,269407,146164,ESO 148- G 020,31.36,,18.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
323247,,269408,146164,ESO 148- G 020,33.21,,43.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
323248,,269409,146164,ESO 148- G 020,33.22,,44.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
323249,,269410,146164,ESO 148- G 020,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
323250,,269411,146165,NGC 7715,29.46,,7.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
323548,,269648,146255,FGC 2519,35.13,,106.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
323549,,269649,146255,FGC 2519,35.18,,109.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
